container_cpu_usage_seconds_total,Value
1663006487.849,0.041895752
1663006487.849,0.03577847
1663006487.849,0.041343255
1663006487.849,0.039655565
1663006487.849,0.045309731
1663006487.849,0.038875351
1663006487.849,0.035741648
1663006487.849,0.04118851
1663006487.849,0.043284764
1663006487.849,0.034728967
1663006487.849,0.028154506
1663006487.849,0.050038497
1663006487.849,7511.280277676
1663006487.849,1930.803720952
1663006487.849,121.795436452
1663006487.849,33.545661157
1663006487.849,263.874393955
1663006487.849,1016.608102936
1663006487.849,30.575723763
1663006487.849,115.027904712
1663006487.849,11.857515209
1663006487.849,88.538777384
1663006487.849,1405.140790293
1663006487.849,1.235179519
1663006487.849,72.962065983
1663006487.849,20.744983036
1663006487.849,0.426568479
1663006487.849,0.121677613
1663006487.849,0.761686794
1663006487.849,7.51128196
1663006487.849,15.617645164
1663006487.849,12.161168727
1663006487.849,11.074496511
1663006487.849,0.990102441
1663006487.849,39.673735861
1663006487.849,54.836138716
1663006487.849,0.283121525
1663006487.849,0.104965296
1663006487.849,16.998380586
1663006487.849,2.469527725
1663006487.849,46.002101786
1663006487.849,58.641894017
1663006487.849,0.285898089
1663006487.849,0.108462687
1663006487.849,22.875347245
1663006487.849,402.909561216
1663006487.849,116.002596258
1663006487.849,171.653665235
1663006487.849,444.917540969
1663006487.849,375.115178257
1663006487.849,1184.408029242
1663006487.849,126.623193383
1663006487.849,178.158774781
1663006487.849,55.068840242
1663006487.849,126.758645395
1663006487.849,2863.714628351
1663006487.849,234.258171495
1663006487.849,198.944455899
1663006487.849,72.605621653
1663006487.849,61.698450765
1663006487.849,76.232326187
1663006487.849,219.919303896
1663006487.849,24.730067638
1663006487.849,118.61065315
1663006487.849,220.357176201
1663006487.849,75.545206496
1663006487.849,112.454674169
1663006487.849,27.267492375
1663006487.849,107.821914204
1663006487.849,68.822861541
1663006487.849,60.301649567
1663006487.849,24.25599798
1663006487.849,672.423776141
1663006487.849,78.028821841
1663006487.849,284.162857357
1663006487.849,27.545329649
1663006487.849,193.984848038
1663006487.849,4746.861306437
1663006487.849,87.746149427
1663006487.849,2291.981622343
1663006487.849,959.369677126
1663006487.849,594.847814452
1663006487.849,2146.716882268
1663006487.849,1538.479023466
1663006487.849,2158.68408972
1663006487.849,1542.320852968
1663006487.849,2088.493299455
1663006487.849,1729.544429295
1663006487.849,2093.955001934
1663006487.849,642.378266829
1663006487.849,2881.794087193
1663006487.849,2009.300815791
1663006487.849,100.380709843
1663006487.849,33.806415477
1663006487.849,2082.684249606
1663006487.849,1032.653942927
1663006487.849,1711.343840713
1663006487.849,807.539144972
1663006487.849,2.512875704
1663006487.849,461.255390143
1663006487.849,143.920615181
1663006487.849,91.167076408
1663006487.849,31.485861902
1663006487.849,162.865307944
1663006487.849,57.486540632
1663006487.849,165.829548666
1663006487.849,56.471702272
1663006487.849,151.707467042
1663006487.849,55.710588507
1663006487.849,2901.500133916
1663006487.849,2724.415369832
1663006487.849,968.191451681
1663006487.849,870.89709096
1663006487.849,1137.189551433
1663006487.849,82.775028029
1663006487.849,448.923355318
1663006487.849,32.095795562
1663006487.849,80.178642686
1663006487.849,1132.685198243
1663006487.849,27.466986144
1663006487.849,439.764616524
1663006487.849,959.974363577
1663006487.849,1101.923240384
1663006487.849,469.577399423
1663006487.849,491.6893849
1663006487.849,1112.836239114
1663006487.849,1147.409042593
1663006487.849,483.930361729
1663006487.849,437.594678006
1663006487.849,0.069549317
1663006487.849,0.051442916
1663006487.849,0.05000287
1663006487.849,0.071972981
1663006487.849,0.097689333
1663006487.849,0.062819427
1663006487.849,0.046873771
1663006487.849,0.057942039
1663006487.849,0.043087212
1663006487.849,0.042039177
1663006487.849,0.052883888
1663006487.849,0.067077166
1663006487.849,264.493637008
1663006487.849,225.739325991
1663006487.849,6139.234888009
1663006487.849,2333.39893547
1663006487.849,16302.494053423
1663006487.849,47072.03840144
1663006487.849,595.466658717
1663006487.849,185.527790198
1663006487.849,8.672865713
1663006487.849,3.212663348
1663006487.849,20.726100939
1663006487.849,58.849513549
1663006487.849,0.823736407
1663006487.849,0.281708452
1663006487.849,44.719309702
1663006487.849,18.757315368
1663006487.849,437.434329884
1663006487.849,108.862982673
1663006487.849,89.726572539
1663006487.849,7.234923982
1663006487.849,337.408235351
1663006487.849,1.450721498
1663006487.849,4.405932411
1663006487.849,10.406721179
1663006487.849,1.436006958
1663006487.849,58.778588771
1663006487.849,0.034482119
1663006487.849,0.033364274
1663006487.849,0.036631034
1663006487.849,0.050715694
1663006487.849,0.034853221
1663006487.849,0.0388937
1663006487.849,0.047860385
1663006487.849,0.04115346
1663006487.849,0.048084262
1663006487.849,0.02928766
1663006487.849,0.031144371
1663006487.849,0.031885956
1663006487.849,0.028385428
1663006487.849,0.027891879
1663006487.849,0.028316038
1663006487.849,0.04314116
1663006487.849,0.049484589
1663006487.849,0.029263825
1663006487.849,0.033575841
1663006487.849,0.028508477
1663006487.849,0.032318587
1663006487.849,0.030511246
1663006487.849,0.033547887
1663006487.849,0.033450762
1663006487.849,0.03116893
1663006487.849,0.031364376
1663006487.849,0.045471659
1663006487.849,0.050516103
1663006487.849,0.034612988
1663006487.849,0.032526262
1663006487.849,0.029358464
1663006487.849,0.0283243
1663006487.849,0.023866459
1663006487.849,0.033222996
1663006487.849,0.035041213
1663006487.849,0.035340537
1663006487.849,0.029653563
1663006487.849,0.031359869
1663006487.849,0.034952205
1663006487.849,0.030334603
1663006487.849,0.030468093
1663006487.849,0.048637334
1663006487.849,0.037220059
1663006487.849,0.033251291
1663006487.849,0.047086957
1663006487.849,0.036912016
1663006487.849,0.034074768
1663006487.849,0.040196372
1663006487.849,0.041565019
1663006487.849,0.032456322
1663006487.849,0.03410086
1663006487.849,0.037063052
1663006487.849,0.038564537
1663006487.849,0.037967691
1663006487.849,0.040714469
1663006487.849,0.033199071
1663006487.849,0.034325767
1663006487.849,0.029102715
1663006487.849,0.036204747
1663006487.849,0.040952343
1663006487.849,0.041793481
1663006487.849,0.032891149
1663006487.849,0.048271381
1663006487.849,0.032503034
1663006487.849,0.04429368
1663006487.849,0.033653224
1663006487.849,0.029599626
1663006487.849,0.035415702
1663006487.849,0.02915009
1663006487.849,0.037580986
1663006487.849,0.04114549
1663006487.849,0.03957908
1663006487.849,0.033131651
1663006487.849,0.028893549
1663006487.849,0.047754516
1663006487.849,0.035632741
1663006487.849,0.049285455
1663006487.849,0.033423829
1663006487.849,0.033004922
1663006487.849,0.037445159
1663006487.849,0.0284443
1663006487.849,0.025289886
1663006487.849,0.031119559
1663006487.849,0.038692374
1663006487.849,0.030945431
1663006487.849,0.038247148
1663006487.849,0.045733585
1663006487.849,0.043709344
1663006487.849,0.039088444
1663006487.849,0.045815563
1663006487.849,0.033312362
1663006487.849,0.028911948
1663006487.849,0.039931528
1663006487.849,0.033117657
1663006487.849,0.035982493
1663006487.849,0.031155629
1663006487.849,0.033210088
1663006487.849,0.034830407
1663006487.849,0.027006876
1663006487.849,0.042245439
1663006487.849,0.029021396
1663006487.849,0.040072456
1663006487.849,0.030403947
1663006487.849,0.02932367
1663006487.849,0.054376273
1663006487.849,0.036675936
1663006487.849,0.039686654
1663006487.849,0.03132772
1663006487.849,0.035407691
1663006487.849,0.031934753
1663006487.849,0.037362524
1663006487.849,0.026072325
1663006487.849,0.029491122
1663006487.849,0.024891146
1663006487.849,0.042055432
1663006487.849,0.034761214
1663006487.849,0.039073252
1663006487.849,0.030331827
1663006487.849,0.040319525
1663006487.849,0.038344098
1663006487.849,0.043678052
1663006487.849,0.037807399
1663006487.849,0.03850246
1663006487.849,0.029922025
1663006487.849,0.047899015
1663006487.849,0.03067605
1663006487.849,0.034734784
1663006487.849,0.035114242
1663006487.849,0.041062984
1663006487.849,0.043257055
1663006487.849,0.047028226
1663006487.849,0.038919699
1663006487.849,0.029219039
1663006487.849,1220.950171313
1663006487.849,499.20242597
1663006487.849,747.673973686
1663006487.849,67.571562733
1663006487.849,5150.463095219
1663006487.849,70.832341742
1663006487.849,101.216063467
1663006487.849,2857.630028861
1663006487.849,11483.099240167
1663006487.849,3470.131602001
1663006487.849,1575.554144686
1663006487.849,51.526992447
1663006487.849,10.713222263
1663006487.849,154.946352074
1663006487.849,241.780322187
1663006487.849,11.911439109
1663006487.849,2143.796470688
1663006487.849,32.008608813
1663006487.849,147.001721104
1663006487.849,764.292324656
1663006487.849,13.474675611
1663006487.849,2.152186688
1663006487.849,4.67926002
1663006487.849,0.207430069
1663006487.849,108.077426216
1663006487.849,0.210066481
1663006487.849,0.361789495
1663006487.849,24.819851983
1663006487.849,223.135916643
1663006487.849,32.040828712
1663006487.849,147.493248133
1663006487.849,28.086486314
1663006487.849,0.351150752
1663006487.849,0.130751798
1663006487.849,13.907653775
1663006487.849,1.078975106
1663006487.849,41.263265761
1663006487.849,138.182898058
1663006487.849,2.392246209
1663006487.849,12.036796604
1663006487.849,253.740515619
1663006487.849,12.446390567
1663006487.849,0.163133549
1663006487.849,0.555232607
1663006487.849,20.06077536
1663006487.849,2.197847448
1663006487.849,43.724550132
1663006487.849,141.280147046
1663006487.849,4.345641984
1663006487.849,18.348586394
1663006487.849,244.98666672
1663006487.849,18.510475334
1663006487.849,0.112552257
1663006487.849,0.571946338
1663006487.849,1182.023406658
1663006487.849,2011.858812036
1663006487.849,1482.699035196
1663006487.849,4101.493597183
1663006487.849,108.262594888
1663006487.849,49.313753452
1663006487.849,175.687186567
1663006487.849,151.117368281
1663006487.849,905.257206434
1663006487.849,10.035809678
1663006487.849,8.041871555
1663006487.849,3772.74777882
1663006487.849,214.035891016
1663006487.849,1514.042330079
1663006487.849,18.702386536
1663006487.849,327.90966487
1663006487.849,491.655731984
1663006487.849,334.381441367
1663006487.849,52.578164571
1663006487.849,650.401047532
1663006487.849,622.152512791
1663006487.849,37.131705905
1663006487.849,898.91867891
1663006487.849,1475.558838393
1663006487.849,1515.275537849
1663006487.849,1499.902274081
1663006487.849,2968.613003026
1663006487.849,2569.683392655
1663006487.849,264.971855793
1663006487.849,406.715276004
1663006487.849,442.668994315
1663006487.849,433.876617738
1663006487.849,1018.866019608
1663006487.849,862.606478089
1663006487.849,1087.210940813
1663006487.849,1453.151771261
1663006487.849,129.811804785
1663006487.849,80.011744559
1663006487.849,915.712599154
1663006487.849,1074.39016811
1663006487.849,395.028765624
1663006487.849,854.78878765
1663006487.849,43.483311811
1663006487.849,31.892726502
1663006487.849,359.545319826
1663006487.849,399.603264686
1663006487.849,981.16649259
1663006487.849,888.261121508
1663006487.849,1066.78404171
1663006487.849,1410.908040419
1663006487.849,989.438492205
1663006487.849,570.801140746
1663006487.849,387.213160831
1663006487.849,352.947767177
1663006487.849,404.800207265
1663006487.849,890.971536347
1663006487.849,367.058013686
1663006487.849,214.018404848
1663006487.849,1008.107850585
1663006487.849,908.772804897
1663006487.849,1490.371712352
1663006487.849,988.189135653
1663006487.849,1084.260935334
1663006487.849,895.877506936
1663006487.849,367.700364702
1663006487.849,383.979778603
1663006487.849,892.32063906
1663006487.849,340.422282948
1663006487.849,406.66368658
1663006487.849,346.466262101
1663006487.849,1015.028439029
1663006487.849,574.04106236
1663006487.849,792.41917896
1663006487.849,1490.43770565
1663006487.849,1108.306082214
1663006487.849,1026.904192401
1663006487.849,339.904730028
1663006487.849,217.150775906
1663006487.849,343.744774142
1663006487.849,865.47178573
1663006487.849,401.950202335
1663006487.849,370.524498544
1663006487.849,207.033425363
1663006487.849,238.135953872
1663006487.849,164.78168304
1663006487.849,225.492306287
1663006487.849,2615.69531197
1663006487.849,573.423896982
1663006487.849,235.665008041
1663006487.849,613.58013541
1663006487.849,2963.4420904
1663006487.849,972.921393254
1663006487.849,955.230781473
1663006487.849,12129.771585726
1663006487.849,8498.06272232
1663006487.849,433.116555417
1663006487.849,2212.12720539
1663006487.849,1479.158767852
1663006487.849,846.882372476
1663006487.849,7109.401078359
1663006487.849,3707.582525873
1663006487.849,10.359506168
1663006487.849,6993.516070096
1663006487.849,3245.415837459
1663006487.849,2364.686565553
1663006487.849,3179.686795883
1663006487.849,679.933167319
1663006487.849,939.47911407
1663006487.849,1272.049756034
1663006487.849,916.086151151
1663006487.849,513.742181097
1663006487.849,365.358633439
1663006487.849,906.938279138
1663006487.849,1295.412364194
1663006487.849,320.050435725
1663006487.849,468.668208959
1663006487.849,1075.903565975
1663006487.849,1405.425219364
1663006487.849,353.869927256
1663006487.849,481.888101365
1663006487.849,1246.298294845
1663006487.849,926.257671134
1663006487.849,468.889910537
1663006487.849,334.841702245
1663006487.849,0.055511466
1663006487.849,0.053943952
1663006487.849,0.060665741
1663006487.849,0.06377833
1663006487.849,0.060940381
1663006487.849,0.067391468
1663006487.849,0.069642704
1663006487.849,0.074637317
1663006487.849,0.063768853
1663006487.849,0.06773418
1663006487.849,0.039203591
1663006487.849,0.049624384
1663006487.849,0.045173904
1663006487.849,0.034219817
1663006487.849,0.042243581
1663006487.849,0.04737728
1663006487.849,0.040108775
1663006487.849,0.045706809
1663006487.849,0.062338831
1663006487.849,0.050696175
1663006487.849,2294.060520468
1663006487.849,600.821844421
1663006487.849,27.939329684
1663006487.849,9.525497411
1663006487.849,10429.270331525
