container_cpu_usage_seconds_total,Value
1663006487.849,2757.429153227
1663006487.849,31533.360413453
1663006487.849,63773.740987762
1663006487.849,3581.471267479
1663006487.849,7606.051999176
1663006487.849,107309.845833271
1663006487.849,9672.500503084
1663006487.849,498.673665633
1663006487.849,1647.000914497
1663006487.849,9.720228081
1663006487.849,3.46379785
1663006487.849,43.17762092
1663006487.849,93.57728466
1663006487.849,5.177522057
1663006487.849,8.787565072
1663006487.849,100.528696478
1663006487.849,9.165464683
1663006487.849,0.397455202
1663006487.849,1.85779828
1663006487.849,40.017416602
1663006487.849,48.824686557
1663006487.849,25.600836659
1663006487.849,41.933981045
1663006487.849,21.755962685
1663006487.849,2.576637232
1663006487.849,247.430313401
1663006487.849,508.288022986
1663006487.849,30.582239705
1663006487.849,43.038653854
1663006487.849,248.246209338
1663006487.849,537.137802877
1663006487.849,44.135994016
1663006487.849,2.650455302
1663006487.849,1.962502607
1663006487.849,5.417670504
1663006487.849,9.64402394
1663006487.849,155.478846919
1663006487.849,458.705012516
1663006487.849,198.169801191
1663006487.849,0.038752077
1663006487.849,0.0290612
1663006487.849,0.034631495
1663006487.849,0.028442144
1663006487.849,0.035874059
1663006487.849,0.04782178
1663006487.849,0.05105873
1663006487.849,0.034369516
1663006487.849,0.031695508
1663006487.849,0.027257715
1663006487.849,0.056216838
1663006487.849,0.03594527
1663006487.849,0.03521707
1663006487.849,0.041635611
1663006487.849,0.038511987
1663006487.849,0.041721121
1663006487.849,0.031984578
1663006487.849,0.043795329
1663006487.849,0.038461792
1663006487.849,0.046146427
1663006487.849,0.043306107
1663006487.849,0.03311311
1663006487.849,0.031610456
1663006487.849,0.038263255
1663006487.849,0.035843358
1663006487.849,0.036805084
1663006487.849,0.032833885
1663006487.849,0.034423678
1663006487.849,0.044562325
1663006487.849,0.035545916
1663006487.849,0.053899376
1663006487.849,0.029722402
1663006487.849,0.033683972
1663006487.849,0.032297659
1663006487.849,0.03742856
1663006487.849,0.034799248
1663006487.849,0.042901452
1663006487.849,0.039469452
1663006487.849,0.04663313
1663006487.849,0.035540881
1663006487.849,0.032746676
1663006487.849,0.03470935
1663006487.849,6498.93889632
1663006487.849,653.866823814
1663006487.849,595.264005401
1663006487.849,503.965628577
1663006487.849,1870.268353667
1663006487.849,0.908644362
1663006487.849,1.851462473
1663006487.849,41.530191243
1663006487.849,69.493721539
1663006487.849,9.828800424
1663006487.849,3.111543377
1663006487.849,7.342654612
1663006487.849,12.570446636
1663006487.849,6.825059553
1663006487.849,1.033110585
1663006487.849,11.96729725
1663006487.849,4.667024611
1663006487.849,179.463749682
1663006487.849,0.407301324
1663006487.849,214.134903357
1663006487.849,200.086771765
1663006487.849,181.050101901
1663006487.849,1427.315421208
1663006487.849,107.910094588
1663006487.849,580.565546281
1663006487.849,34.921888877
1663006487.849,178.412470862
1663006487.849,97.968668141
1663006487.849,164.052344649
1663006487.849,33.037508962
1663006487.849,86.120227037
1663006487.849,259.91319555
1663006487.849,128.186493679
1663006487.849,130.938351782
1663006487.849,41.907553795
1663006487.849,138.520013772
1663006487.849,73.99831031
1663006487.849,76.205876096
1663006487.849,24.69904353
1663006487.849,828.618680795
1663006487.849,120.719926996
1663006487.849,336.683171124
1663006487.849,39.066524124
1663006487.849,2736.737125986
1663006487.849,970.747513583
1663006487.849,2746.087567958
1663006487.849,1755.831032549
1663006487.849,1376.854849863
1663006487.849,516.642031149
1663006487.849,1887.70717783
1663006487.849,687.158658509
1663006487.849,2128.839792299
1663006487.849,865.829158898
1663006487.849,0.06329927
1663006487.849,0.060887455
1663006487.849,0.084174443
1663006487.849,0.079628563
1663006487.849,0.048309186
1663006487.849,0.039003597
1663006487.849,0.040894935
1663006487.849,0.038029234
1663006487.849,369.78773786
1663006487.849,6043.629795547
1663006487.849,12549.8281089
1663006487.849,4930.951149284
1663006487.849,2471.531091796
1663006487.849,16.762057789
1663006487.849,47.134047413
1663006487.849,6.648898496
1663006487.849,3.446431631
1663006487.849,360.78970655
1663006487.849,34.072847531
1663006487.849,29.274189464
1663006487.849,25.964353173
1663006487.849,110.845259763
1663006487.849,28.058728212
1663006487.849,33.516181287
1663006487.849,18.053823008
1663006487.849,0.033125545
1663006487.849,0.042661978
1663006487.849,0.038839914
1663006487.849,0.039472259
1663006487.849,0.032912071
1663006487.849,0.035258138
1663006487.849,4286.200432439
1663006487.849,10655.250549273
1663006487.849,4821.28966403
1663006487.849,68.573192676
1663006487.849,160.799901514
1663006487.849,72.584066875
1663006487.849,1313.190227724
1663006487.849,166.897641863
1663006487.849,920.505074424
1663006487.849,958.487426826
1663006487.849,2269.24447421
1663006487.849,1006.872486548
1663006487.849,12758.093038884
1663006487.849,70159.96394469
1663006487.849,67.675128921
1663006487.849,437.606575508
1663006487.849,1119.254219491
1663006487.849,0.029570404
1663006487.849,0.029010577
1663006487.849,0.035941167
1663006487.849,0.039600496
1663006487.849,0.043273151
1663006487.849,0.031389876
1663006487.849,0.032741716
1663006487.849,0.049147938
1663006487.849,0.031252768
1663006487.849,0.029843243
1663006487.849,0.041444561
1663006487.849,0.03759163
1663006487.849,0.034334287
1663006487.849,0.031522116
1663006487.849,0.032424932
1663006487.849,0.033398919
1663006487.849,0.03006459
1663006487.849,0.030773088
1663006487.849,0.041142526
1663006487.849,0.027699633
1663006487.849,0.029947756
1663006487.849,0.029662158
1663006487.849,0.031194771
1663006487.849,0.032529695
1663006487.849,0.043756373
1663006487.849,0.028824917
1663006487.849,4817.863040104
1663006487.849,13438.018461671
1663006487.849,1950.170413745
1663006487.849,2514.027979709
1663006487.849,43.604870899
1663006487.849,148.219813907
1663006487.849,69.940624721
1663006487.849,24.081513348
1663006487.849,73.476980968
1663006487.849,29.386796169
1663006487.849,628.127908807
1663006487.849,11861.312693085
1663006487.849,3782.749913809
1663006487.849,1733021.262539493
1663006487.849,27187.225265546
1663006487.849,13734.690356479
1663006487.849,29998.117059998
1663006487.849,12995.386891437
1663006487.849,7267.17049094
1663006487.849,3454.231436204
1663006487.849,657.586990479
1663006487.849,30621.158860446
1663006487.849,19010.203354258
1663006487.849,28641.777988927
1663006487.849,12489.539571845
1663006487.849,27546.46648718
1663006487.849,12505.974248406
1663006487.849,9762.913486083
1663006487.849,4164.478012023
1663006487.849,29034.467936875
1663006487.849,13613.491416934
1663006487.849,7489.518631977
1663006487.849,3478.411363541
1663006487.849,2989.326211247
1663006487.849,1121.462868223
1663006487.849,28851.959592132
1663006487.849,19135.501749143
1663006487.849,9826.663801933
1663006487.849,4144.216115048
1663006487.849,0.064952767
1663006487.849,0.075616532
1663006487.849,0.044406366
1663006487.849,0.038738242
1663006487.849,54219.24775682
1663006487.849,15090.139160428
1663006487.849,69.848187212
1663006487.849,12.952706602
1663006487.849,259.758753587
1663006487.849,365.817784719
1663006487.849,70.769583311
1663006487.849,717.734842592
1663006487.849,0.03947256
1663006487.849,0.043788192
1663006487.849,0.037754246
1663006487.849,0.050427132
1663006487.849,0.04836962
1663006487.849,0.056125557
1663006487.849,0.035852403
1663006487.849,0.037647839
1663006487.849,0.033040406
1663006487.849,0.049991003
1663006487.849,0.051336482
1663006487.849,0.032277076
1663006487.849,0.034673684
1663006487.849,0.046696395
1663006487.849,0.034792075
1663006487.849,0.03627684
1663006487.849,0.035650389
1663006487.849,0.037262261
1663006487.849,0.027482695
1663006487.849,0.031009901
1663006487.849,0.037371788
1663006487.849,0.037958777
1663006487.849,0.034920639
1663006487.849,0.027792361
1663006487.849,16349.762859359
1663006487.849,701.71150628
1663006487.849,1373.901600364
1663006487.849,492.158340343
1663006487.849,706.892819614
1663006487.849,661.608040277
1663006487.849,22773.446742147
1663006487.849,666.574211682
1663006487.849,5481.179846157
1663006487.849,4937.097240802
1663006487.849,705.95461869
1663006487.849,705.117141487
1663006487.849,247.921019081
1663006487.849,9.384186603
1663006487.849,21.388659971
1663006487.849,6.625387988
1663006487.849,10.369348971
1663006487.849,9.619229426
1663006487.849,339.798277447
1663006487.849,9.862858738
1663006487.849,80.667439668
1663006487.849,81.363245594
1663006487.849,10.878989189
1663006487.849,9.975968768
1663006487.849,62.382827459
1663006487.849,1492.881005912
1663006487.849,79.12981347
1663006487.849,144.831370418
1663006487.849,12192.324103575
1663006487.849,61766.391390126
1663006487.849,3333.23423496
1663006487.849,45.996065346
1663006487.849,37.951399445
1663006487.849,183.598433815
1663006487.849,320.224062383
1663006487.849,30.507565965
1663006487.849,38.031025244
1663006487.849,246.614299248
1663006487.849,48.490652082
1663006487.849,48.599351569
1663006487.849,4434.528689876
1663006487.849,708.311048089
1663006487.849,45.768634208
1663006487.849,43.716043571
1663006487.849,11.962050587
1663006487.849,1030.877876586
1663006487.849,1072.68440865
1663006487.849,49.16868101
1663006487.849,9.735428306
1663006487.849,124.483694049
1663006487.849,3153.707713331
1663006487.849,19921.532594298
1663006487.849,3167.844062003
1663006487.849,27385.826803975
1663006487.849,65818.164669634
1663006487.849,4317.726534872
1663006487.849,1022.755453229
1663006487.849,778.226232734
1663006487.849,15.512776386
1663006487.849,93.56040391
1663006487.849,14.577879511
1663006487.849,138.353980051
1663006487.849,330.709353541
1663006487.849,19.941007674
1663006487.849,4.169768635
1663006487.849,3.612473158
1663006487.849,313.232974986
1663006487.849,23.023880887
1663006487.849,0.036195328
1663006487.849,0.028843671
1663006487.849,0.044424704
1663006487.849,0.042356704
1663006487.849,0.03994093
1663006487.849,0.033587878
1663006487.849,0.043270851
1663006487.849,0.034106646
1663006487.849,0.038432022
1663006487.849,0.042528238
1663006487.849,0.043517824
1663006487.849,0.052851727
1663006487.849,0.043991619
1663006487.849,0.038888973
1663006487.849,0.038024965
1663006487.849,0.037672597
1663006487.849,0.0369161
1663006487.849,0.041479698
1663006487.849,0.048078417
1663006487.849,0.050679855
1663006487.849,0.040813143
1663006487.849,0.031490498
1663006487.849,0.039728284
1663006487.849,0.038564088
1663006487.849,0.034068248
1663006487.849,0.029384033
1663006487.849,0.044516516
1663006487.849,0.038743249
1663006487.849,0.040772161
1663006487.849,0.031297314
1663006487.849,0.033080367
1663006487.849,0.043075987
1663006487.849,0.043107311
1663006487.849,0.030848278
1663006487.849,0.032929457
1663006487.849,0.037758625
1663006487.849,0.037814091
1663006487.849,0.036076827
1663006487.849,0.036239496
1663006487.849,0.029583345
1663006487.849,0.036499806
1663006487.849,0.041093913
1663006487.849,0.039341089
1663006487.849,0.033115733
1663006487.849,0.044278518
1663006487.849,0.037978854
1663006487.849,0.03274654
1663006487.849,0.044222777
1663006487.849,0.030924035
1663006487.849,0.037285316
1663006487.849,0.033512213
1663006487.849,0.041976661
1663006487.849,0.035243347
1663006487.849,0.038170281
1663006487.849,0.041036704
1663006487.849,0.044608817
1663006487.849,0.037800515
1663006487.849,0.052009956
1663006487.849,0.038620017
1663006487.849,0.035744948
1663006487.849,0.03480173
1663006487.849,0.032859267
1663006487.849,0.039247338
1663006487.849,0.035974532
1663006487.849,0.047651948
1663006487.849,0.043293182
1663006487.849,0.042413622
1663006487.849,0.039105307
1663006487.849,0.042336468
1663006487.849,0.036299881
1663006487.849,0.041252563
1663006487.849,0.032908326
1663006487.849,0.028494759
1663006487.849,0.038227139
1663006487.849,0.037980562
1663006487.849,0.039083041
1663006487.849,0.036711849
1663006487.849,0.043853132
1663006487.849,0.037018569
1663006487.849,0.040965682
1663006487.849,0.031387615
1663006487.849,0.051083767
1663006487.849,0.035468329
1663006487.849,0.038520124
1663006487.849,0.033870582
1663006487.849,0.037433291
1663006487.849,0.047454409
1663006487.849,0.043233981
1663006487.849,0.039058663
1663006487.849,0.03355971
1663006487.849,0.030266925
1663006487.849,0.034413357
1663006487.849,0.037166176
1663006487.849,0.036212576
1663006487.849,0.039295358
1663006487.849,0.041357153
1663006487.849,0.042564809
1663006487.849,0.043769273
1663006487.849,0.033505446
1663006487.849,0.039181478
1663006487.849,0.02973665
1663006487.849,0.038646985
1663006487.849,0.036422972
1663006487.849,0.045242402
1663006487.849,0.036647897
1663006487.849,0.033926482
1663006487.849,0.03051875
1663006487.849,0.042174175
1663006487.849,0.037012181
1663006487.849,0.037000665
1663006487.849,0.035004193
1663006487.849,0.02919239
1663006487.849,0.029635689
1663006487.849,0.040497593
1663006487.849,0.039768434
1663006487.849,0.040025514
1663006487.849,0.045826227
1663006487.849,0.046866499
1663006487.849,0.039507035
1663006487.849,0.042239748
1663006487.849,0.036173771
1663006487.849,0.034947521
1663006487.849,0.034459337
1663006487.849,0.034956108
1663006487.849,0.039855066
1663006487.849,0.040989427
1663006487.849,0.036366803
1663006487.849,0.040648367
1663006487.849,0.041577435
1663006487.849,0.03073537
1663006487.849,0.037680956
1663006487.849,0.036034636
1663006487.849,0.036260355
1663006487.849,0.0385235
1663006487.849,0.038046976
1663006487.849,0.035041467
1663006487.849,0.033154244
1663006487.849,0.057092939
1663006487.849,0.036375411
1663006487.849,0.034731133
1663006487.849,0.041598776
1663006487.849,0.028708338
1663006487.849,0.042051143
1663006487.849,0.040675843
1663006487.849,0.044028224
1663006487.849,0.029354932
1663006487.849,0.039391196
1663006487.849,0.028112251
1663006487.849,0.039867429
1663006487.849,0.035723718
1663006487.849,0.039314742
1663006487.849,0.036422998
1663006487.849,0.054820917
1663006487.849,0.034107447
1663006487.849,0.037438476
1663006487.849,0.037056759
1663006487.849,0.042474535
1663006487.849,0.041284268
1663006487.849,0.044470209
1663006487.849,0.037140671
1663006487.849,0.03707339
1663006487.849,0.044871895
1663006487.849,0.036419896
1663006487.849,0.073960386
1663006487.849,0.042644413
1663006487.849,0.033681212
1663006487.849,0.033000587
1663006487.849,0.037336022
1663006487.849,0.045656218
1663006487.849,0.04007683
1663006487.849,0.043821555
1663006487.849,0.038407723
1663006487.849,0.041612888
1663006487.849,0.040279084
1663006487.849,0.037865443
1663006487.849,0.035565495
1663006487.849,0.041388861
1663006487.849,0.044524386
1663006487.849,0.037692279
1663006487.849,0.032400578
1663006487.849,0.039470499
1663006487.849,0.035036531
1663006487.849,0.03993644
1663006487.849,0.038372637
1663006487.849,0.035182933
1663006487.849,0.04831489
1663006487.849,0.052427096
1663006487.849,0.037434431
1663006487.849,0.043228152
1663006487.849,0.031869579
1663006487.849,0.029277485
1663006487.849,0.039555266
1663006487.849,0.036108327
1663006487.849,0.037393955
1663006487.849,0.049828691
1663006487.849,0.038199561
1663006487.849,0.039376745
1663006487.849,0.037100015
1663006487.849,0.035837038
1663006487.849,0.036454957
1663006487.849,0.036401668
1663006487.849,0.038734061
1663006487.849,0.051338772
1663006487.849,0.041556528
1663006487.849,0.031421587
1663006487.849,0.042121935
1663006487.849,0.041607052
1663006487.849,0.037353287
1663006487.849,0.049374066
1663006487.849,3562.569135718
1663006487.849,2952.282702918
1663006487.849,889.286228528
1663006487.849,2514.788319489
1663006487.849,18.618681312
1663006487.849,4841.494546582
1663006487.849,6168.211933062
1663006487.849,725.485679393
1663006487.849,1695.186171561
1663006487.849,1353.931337991
1663006487.849,1508.032676883
1663006487.849,18798.247836667
1663006487.849,1054.968770583
1663006487.849,21167.463572713
1663006487.849,12235.299349594
1663006487.849,2608.700409675
1663006487.849,672.320312788
1663006487.849,2988.940318914
1663006487.849,12040.635994231
1663006487.849,3342.644646191
1663006487.849,632.59579718
1663006487.849,13957.742716361
1663006487.849,7780.996174546
1663006487.849,4528.566898466
1663006487.849,17482.356056741
1663006487.849,19475.760215856
1663006487.849,20729.914176447
1663006487.849,3179.831380491
1663006487.849,810.200427907
1663006487.849,14793.813759855
1663006487.849,2556.727943873
1663006487.849,3309.82843962
1663006487.849,1563.335844687
1663006487.849,4199.768362437
1663006487.849,24.704269789
1663006487.849,1479.189194466
1663006487.849,2708.343168633
1663006487.849,262.068479406
1663006487.849,130.802181641
1663006487.849,30.325607656
1663006487.849,872.25034847
1663006487.849,771.481935656
1663006487.849,6.115964774
1663006487.849,128.257113373
1663006487.849,50.598892625
1663006487.849,40.606043685
1663006487.849,12.033424554
1663006487.849,41.309393553
1663006487.849,0.242461999
1663006487.849,49.924783867
1663006487.849,52.000776267
1663006487.849,3.68966977
1663006487.849,24.546698074
1663006487.849,20.315274262
1663006487.849,21.003965836
1663006487.849,272.906705749
1663006487.849,14.263434235
1663006487.849,332.823033023
1663006487.849,210.588354481
1663006487.849,39.389629194
1663006487.849,4.298265819
1663006487.849,44.23642715
1663006487.849,125.195513606
1663006487.849,53.082009155
1663006487.849,10.508336176
1663006487.849,231.080253281
1663006487.849,117.728644682
1663006487.849,48.083310666
1663006487.849,172.388614213
1663006487.849,267.74616074
1663006487.849,320.231325575
1663006487.849,47.200313246
1663006487.849,10.853966168
1663006487.849,234.812462526
1663006487.849,41.011836223
1663006487.849,52.205934469
1663006487.849,176.76612018
1663006487.849,138.794886578
1663006487.849,64.820583571
1663006487.849,7.448681253
1663006487.849,42.90777802
1663006487.849,4.541033789
1663006487.849,4.741938158
1663006487.849,11.553315256
1663006487.849,7.689755605
1663006487.849,12.247393024
1663006487.849,148.912414052
1663006487.849,12.784092916
1663006487.849,45.951076013
1663006487.849,8.077205515
1663006487.849,7.35936936
1663006487.849,16.971196128
1663006487.849,13.102125055
1663006487.849,14.192376928
1663006487.849,148.672184928
1663006487.849,3182.874649114
1663006487.849,133.278305283
1663006487.849,2200.86208288
1663006487.849,0.06642392
1663006487.849,502.658769086
1663006487.849,158.031637042
1663006487.849,6163.679295732
1663006487.849,15.055522645
1663006487.849,432.165950656
1663006487.849,4936.69583106
1663006487.849,4.688466694
1663006487.849,5509.872691535
1663006487.849,7.314879164
1663006487.849,1422.349444484
1663006487.849,136.976985617
1663006487.849,635.505496675
1663006487.849,1515.49328963
1663006487.849,8216.744350328
1663006487.849,2291.678221406
1663006487.849,2171.475240372
1663006487.849,125.214424207
1663006487.849,31.238225894
1663006487.849,106.720524419
1663006487.849,1110.897024072
1663006487.849,6142.134403813
1663006487.849,2395.083240429
1663006487.849,65.264614866
1663006487.849,1074.424838137
1663006487.849,4184.468921171
1663006487.849,504.596404301
1663006487.849,130.731440892
1663006487.849,1831.996505394
1663006487.849,32878.674655324
1663006487.849,32946.879233771
1663006487.849,163818.620934372
1663006487.849,18147.121299137
1663006487.849,17486.920537697
1663006487.849,26317.038459916
1663006487.849,44.461419171
1663006487.849,9348.387452575
1663006487.849,159927.508665844
1663006487.849,17515.700390574
1663006487.849,4388.732750879
1663006487.849,26378.723406183
1663006487.849,50.834197884
1663006487.849,9380.598185516
1663006487.849,4301.265251981
1663006487.849,9042.246662944
1663006487.849,149982.484476436
1663006487.849,2356.629841575
1663006487.849,4476.95570889
1663006487.849,24937.540806366
1663006487.849,5.409395203
1663006487.849,9560.611674773
1663006487.849,4728.739563132
1663006487.849,4703.091016183
1663006487.849,2528.474987471
1663006487.849,6801.563963666
1663006487.849,4926.908456376
1663006487.849,2248.180344307
1663006487.849,1853.379431342
1663006487.849,2745.99972861
1663006487.849,3379.388792448
1663006487.849,1736.863265324
1663006487.849,2324.368862835
1663006487.849,220.946006237
1663006487.849,2691.203394796
1663006487.849,2013.639350961
1663006487.849,1931.494088339
1663006487.849,1686.833601271
1663006487.849,1890.818087043
1663006487.849,1597.919372259
1663006487.849,1874.749766506
1663006487.849,1615.807154934
1663006487.849,45.177860829
1663006487.849,35.736514697
1663006487.849,49.716301577
1663006487.849,202.200703176
1663006487.849,299.905437293
1663006487.849,50.727243921
1663006487.849,167.138102954
1663006487.849,174.797548291
1663006487.849,87.251413868
1663006487.849,50.219638251
1663006487.849,63.39249227
1663006487.849,2195.4880237
1663006487.849,862.722171075
1663006487.849,187.952901056
1663006487.849,60.309704909
1663006487.849,307.661789714
1663006487.849,1201.174828303
1663006487.849,77.530131677
1663006487.849,373.351407654
1663006487.849,1048.312264379
1663006487.849,312.766198527
1663006487.849,386.194116998
1663006487.849,113.953677181
1663006487.849,204.404788809
1663006487.849,75.680328793
1663006487.849,3477.618905029
1663006487.849,1735.751294685
1663006487.849,940.987051719
1663006487.849,473.102362124
1663006487.849,32.398494535
1663006487.849,262.524245334
1663006487.849,1004.401322292
1663006487.849,106.284945474
1663006487.849,473.905350983
1663006487.849,874.081254676
1663006487.849,252.289781089
1663006487.849,233.937785128
1663006487.849,62.244469982
1663006487.849,270.605285554
1663006487.849,1062.060702346
1663006487.849,89.420031055
1663006487.849,412.893463444
1663006487.849,735.212338524
1663006487.849,1427.452107899
1663006487.849,307.967345182
1663006487.849,491.814216397
1663006487.849,931.868564361
1663006487.849,483.160307129
1663006487.849,3547.446808678
1663006487.849,830.793831333
1663006487.849,10037.538115426
1663006487.849,5126.61612913
1663006487.849,1349.632932743
1663006487.849,562.470805695
1663006487.849,1187.782418956
1663006487.849,537.009605498
1663006487.849,2351.542134338
1663006487.849,946.275361665
1663006487.849,169.237161727
1663006487.849,63.921709228
1663006487.849,3796.061434176
1663006487.849,1228.116056399
1663006487.849,8332.109576627
1663006487.849,3226.144827023
1663006487.849,1352.13940091
1663006487.849,544.653937791
1663006487.849,2614.29040878
1663006487.849,1039.835879839
1663006487.849,1971.62973272
1663006487.849,695.989745534
1663006487.849,346.02888765
1663006487.849,71.920903673
1663006487.849,3091.51780035
1663006487.849,1109.145601115
1663006487.849,1673.772950835
1663006487.849,674.403758177
1663006487.849,224.366830682
1663006487.849,78.486987936
1663006487.849,40.895130062
1663006487.849,13.743718874
1663006487.849,1363.835238355
1663006487.849,530.84475572
1663006487.849,65.435468258
1663006487.849,21.21714909
1663006487.849,2930.768060033
1663006487.849,1066.249289463
1663006487.849,32.952047044
1663006487.849,9.707054052
1663006487.849,3075.103854618
1663006487.849,1052.292156533
1663006487.849,4418.276998257
1663006487.849,1213.945309492
1663006487.849,276.015661002
1663006487.849,74.434180689
1663006487.849,2459.239161093
1663006487.849,713.499538562
1663006487.849,2524.763708775
1663006487.849,1187.367007567
1663006487.849,34.498716477
1663006487.849,9.254767699
1663006487.849,79.55311462
1663006487.849,25.389974868
1663006487.849,1636.731023142
1663006487.849,8228.280901138
1663006487.849,2849.026697256
1663006487.849,11236.259669805
1663006487.849,5563.426558042
1663006487.849,2027.415164999
1663006487.849,951.471799292
1663006487.849,441.668706078
1663006487.849,196.17259201
1663006487.849,2557.450865466
1663006487.849,22468.920662269
1663006487.849,794.710238652
1663006487.849,1121.291039318
1663006487.849,0.084885752
1663006487.849,0.076535468
1663006487.849,0.066422165
1663006487.849,0.078056485
1663006487.849,0.076424756
1663006487.849,0.455305113
1663006487.849,0.063446932
1663006487.849,0.083520093
1663006487.849,0.16635844
1663006487.849,0.066075523
1663006487.849,0.052258961
1663006487.849,0.041347147
1663006487.849,91.85870414
1663006487.849,0.039968169
1663006487.849,2913.781092656
1663006487.849,0.068675801
1663006487.849,0.051450488
1663006487.849,0.05218915
1663006487.849,244865.245266927
1663006487.849,103879.075870591
1663006487.849,943.491281245
1663006487.849,225.41893227
1663006487.849,183.617443841
1663006487.849,231.731348534
1663006487.849,211.717027075
1663006487.849,146.438911558
1663006487.849,1.489921066
1663006487.849,869.57678293
1663006487.849,1041.015088483
1663006487.849,811.889233956
1663006487.849,347.221367155
1663006487.849,85.927763994
1663006487.849,287.523404367
1663006487.849,4754.912328113
1663006487.849,170.417999286
1663006487.849,188.226937954
1663006487.849,5658.708331345
1663006487.849,3110.608626654
1663006487.849,211.228603229
1663006487.849,170.399962578
1663006487.849,702.990729832
1663006487.849,225.392750192
1663006487.849,1057.15898392
1663006487.849,50.653436248
1663006487.849,3432.017565969
1663006487.849,1672.843460057
1663006487.849,357.794095951
1663006487.849,166.291877233
1663006487.849,44.797000598
1663006487.849,5374.313937126
1663006487.849,137.999123354
1663006487.849,223.754262826
1663006487.849,1065.380093462
1663006487.849,68.413617577
1663006487.849,55.587965823
1663006487.849,188.313539432
1663006487.849,4009.493351677
1663006487.849,324.950402879
1663006487.849,37.857383306
1663006487.849,207.371193011
1663006487.849,228.670677002
1663006487.849,253.453763935
1663006487.849,9518.091483575
1663006487.849,75601.768325017
1663006487.849,86040.547439587
1663006487.849,5853.963613982
1663006487.849,70898.108811096
1663006487.849,25037.122710712
1663006487.849,11459.948979739
1663006487.849,4212.252085639
1663006487.849,11663.814336016
1663006487.849,93386.902654089
1663006487.849,6648.063614824
1663006487.849,6046.207404926
1663006487.849,30833.576901818
1663006487.849,10496.37259077
1663006487.849,5881.647367942
1663006487.849,2756.8270881
1663006487.849,14351.691372896
1663006487.849,93570.996813632
1663006487.849,4629.529571395
1663006487.849,16403.200123813
1663006487.849,28326.24861562
1663006487.849,11782.716120597
1663006487.849,73138.789389788
1663006487.849,2477.439130621
1663006487.849,53.087079296
1663006487.849,381.525139908
1663006487.849,488.478150744
1663006487.849,6.914977266
1663006487.849,381.514564677
1663006487.849,21.381114443
1663006487.849,70.074402177
1663006487.849,6.5342072
1663006487.849,65.13885413
1663006487.849,474.624576063
1663006487.849,6.604548759
1663006487.849,8.635285734
1663006487.849,151.177194613
1663006487.849,56.749768365
1663006487.849,6.694142427
1663006487.849,14.533140657
1663006487.849,61.66791461
1663006487.849,511.206700289
1663006487.849,24.914178509
1663006487.849,75.08093656
1663006487.849,148.32886149
1663006487.849,11.895725102
1663006487.849,67.630305514
1663006487.849,13.373083155
1663006487.849,36.911563163
1663006487.849,248.529917384
1663006487.849,299.395357341
1663006487.849,36.430157858
1663006487.849,118.87072975
1663006487.849,35.832595576
1663006487.849,38.045135422
1663006487.849,673.951443674
1663006487.849,36.130856099
1663006487.849,45.96496543
1663006487.849,246.027358795
1663006487.849,957.173782334
1663006487.849,36.465783389
1663006487.849,980.013981724
1663006487.849,62.000499527
1663006487.849,355.119806716
1663006487.849,1.604760992
1663006487.849,991.683588003
1663006487.849,61.322641748
1663006487.849,776.783600154
1663006487.849,760.130146442
1663006487.849,236.652453027
1663006487.849,102.221185358
1663006487.849,25.927448413
1663006487.849,47.483417439
1663006487.849,0.085529653
1663006487.849,0.099468467
1663006487.849,0.032655411
1663006487.849,0.033339412
1663006487.849,0.028509713
1663006487.849,0.027782198
1663006487.849,0.033026468
1663006487.849,6927.447460769
1663006487.849,5718.880921927
1663006487.849,108.799586266
1663006487.849,96.802823623
1663006487.849,1431.785062537
1663006487.849,810.950290698
1663006487.849,1968.756100674
1663006487.849,1633.288765587
1663006487.849,1984.085772935
1663006487.849,1673.027378356
1663006487.849,43181.550611391
1663006487.849,34923.573593608
1663006487.849,146.433412271
1663006487.849,128.00461076
